timestamp_ms,score,rating
1609718400000.0,50.0,neutral
1609804800000.0,50.0,neutral
1609891200000.0,50.0,neutral
1609977600000.0,50.0,neutral
1610064000000.0,50.0,neutral
1610323200000.0,50.0,neutral
1610409600000.0,50.0,neutral
1610496000000.0,50.0,neutral
1610582400000.0,50.0,neutral
1610668800000.0,50.0,neutral
1611014400000.0,50.0,neutral
1611100800000.0,50.0,neutral
1611187200000.0,50.0,neutral
1611273600000.0,68.9,greed
1611532800000.0,69.7,greed
1611619200000.0,67.4,greed
1611705600000.0,28.200000000000003,fear
1611792000000.0,52.900000000000006,neutral
1611878400000.0,40.966666666666676,fear
1612137600000.0,43.400000000000006,fear
1612224000000.0,60.46666666666667,greed
1612310400000.0,59.199999999999996,greed
1612396800000.0,61.06666666666667,greed
1612483200000.0,68.0,greed
1612742400000.0,72.86666666666667,greed
1612828800000.0,75.4,extreme greed
1612915200000.0,75.26666666666667,extreme greed
1613001600000.0,76.0,extreme greed
1613088000000.0,77.66666666666667,extreme greed
1613433600000.0,73.93333333333334,greed
1613520000000.0,70.2,greed
1613606400000.0,62.53333333333334,greed
1613692800000.0,56.239999999999995,greed
1613952000000.0,52.48,neutral
1614038400000.0,50.56,neutral
1614124800000.0,63.8,greed
1614211200000.0,46.160000000000004,neutral
1614297600000.0,53.52,neutral
1614556800000.0,58.52,greed
1614643200000.0,50.32000000000001,neutral
1614729600000.0,43.84,fear
1614816000000.0,37.8,fear
1614902400000.0,41.52,fear
1615161600000.0,39.08,fear
1615248000000.0,43.36,fear
1615334400000.0,45.56,neutral
1615420800000.0,50.480000000000004,neutral
1615507200000.0,53.720000000000006,neutral
1615766400000.0,56.52,greed
1615852800000.0,54.8,neutral
1615939200000.0,57.86666666666667,greed
1616025600000.0,52.333333333333336,neutral
1616112000000.0,50.833333333333336,neutral
1616371200000.0,50.699999999999996,neutral
1616457600000.0,41.800000000000004,fear
1616544000000.0,37.66666666666667,fear
1616630400000.0,37.833333333333336,fear
1616716800000.0,37.56666666666667,fear
1616976000000.0,39.56666666666667,fear
1617062400000.0,42.03333333333334,fear
1617148800000.0,44.56666666666667,fear
1617235200000.0,46.400000000000006,neutral
1617580800000.0,54.56666666666667,neutral
1617667200000.0,53.5,neutral
1617753600000.0,52.53333333333333,neutral
1617840000000.0,48.099999999999994,neutral
1617926400000.0,47.5,neutral
1618185600000.0,43.43333333333334,fear
1618272000000.0,43.63333333333333,fear
1618358400000.0,39.96666666666667,fear
1618444800000.0,47.16666666666668,neutral
1618531200000.0,51.300000000000004,neutral
1618790400000.0,45.26666666666667,neutral
1618876800000.0,42.866666666666674,fear
1618963200000.0,49.63333333333333,neutral
1619049600000.0,46.70000000000001,neutral
1619136000000.0,47.699999999999996,neutral
1619395200000.0,50.53333333333334,neutral
1619481600000.0,54.800000000000004,neutral
1619568000000.0,52.400000000000006,neutral
1619654400000.0,56.166666666666664,greed
1619740800000.0,46.53333333333333,neutral
1620000000000.0,47.56666666666667,neutral
1620086400000.0,43.46666666666667,fear
1620172800000.0,43.03333333333333,fear
1620259200000.0,43.93333333333334,fear
1620345600000.0,48.166666666666664,neutral
1620604800000.0,44.93333333333334,fear
1620691200000.0,42.03333333333334,fear
1620777600000.0,26.766666666666666,fear
1620864000000.0,34.433333333333344,fear
1620950400000.0,35.99999999999999,fear
1621209600000.0,36.36666666666667,fear
1621296000000.0,34.03333333333334,fear
1621382400000.0,32.333333333333336,fear
1621468800000.0,32.300000000000004,fear
1621555200000.0,29.433333333333334,fear
1621814400000.0,29.5,fear
1621900800000.0,26.66666666666667,fear
1621987200000.0,28.133333333333336,fear
1622073600000.0,30.3,fear
1622160000000.0,31.566666666666666,fear
1622505600000.0,35.4,fear
1622592000000.0,42.13333333333333,fear
1622678400000.0,40.800000000000004,fear
1622764800000.0,41.9,fear
1623024000000.0,44.46666666666667,fear
1623110400000.0,46.46666666666667,neutral
1623196800000.0,48.53333333333333,neutral
1623283200000.0,48.9,neutral
1623369600000.0,51.23333333333334,neutral
1623628800000.0,54.166666666666664,neutral
1623715200000.0,52.666666666666664,neutral
1623801600000.0,44.800000000000004,fear
1623888000000.0,42.03333333333334,fear
1623974400000.0,31.600000000000005,fear
1624233600000.0,32.46666666666666,fear
1624320000000.0,32.800000000000004,fear
1624406400000.0,33.26666666666667,fear
1624492800000.0,36.9,fear
1624579200000.0,41.63333333333333,fear
1624838400000.0,41.43333333333334,fear
1624924800000.0,39.833333333333336,fear
1625011200000.0,38.00000000000001,fear
1625097600000.0,38.666666666666664,fear
1625184000000.0,38.66666666666667,fear
1625529600000.0,33.300000000000004,fear
1625616000000.0,33.1,fear
1625702400000.0,26.96666666666667,fear
1625788800000.0,31.000000000000004,fear
1626048000000.0,31.7,fear
1626134400000.0,31.266666666666666,fear
1626220800000.0,29.533333333333335,fear
1626307200000.0,27.33333333333334,fear
1626393600000.0,26.900000000000002,fear
1626652800000.0,8.983333333333334,extreme fear
1626739200000.0,20.066666666666666,extreme fear
1626825600000.0,24.2,extreme fear
1626912000000.0,24.333333333333332,extreme fear
1626998400000.0,28.299999999999997,fear
1627257600000.0,30.900000000000002,fear
1627344000000.0,27.166666666666668,fear
1627430400000.0,27.46666666666667,fear
1627516800000.0,29.233333333333334,fear
1627603200000.0,25.76666666666667,fear
1627862400000.0,25.099999999999998,fear
1627948800000.0,29.533333333333335,fear
1628035200000.0,28.633333333333336,fear
1628121600000.0,29.633333333333336,fear
1628208000000.0,31.866666666666664,fear
1628467200000.0,32.06666666666667,fear
1628553600000.0,34.833333333333336,fear
1628640000000.0,37.93333333333334,fear
1628726400000.0,43.13333333333333,fear
1628812800000.0,47.13333333333333,neutral
1629072000000.0,44.866666666666674,fear
1629158400000.0,31.7,fear
1629244800000.0,18.2,extreme fear
1629331200000.0,14.883333333333335,extreme fear
1629417600000.0,23.86666666666667,extreme fear
1629676800000.0,30.433333333333334,fear
1629763200000.0,34.4,fear
1629849600000.0,36.03333333333333,fear
1629936000000.0,36.833333333333336,fear
1630022400000.0,47.46666666666667,neutral
1630281600000.0,47.86666666666667,neutral
1630368000000.0,47.23333333333333,neutral
1630454400000.0,43.13333333333333,fear
1630540800000.0,44.166666666666664,fear
1630627200000.0,44.06666666666666,fear
1630972800000.0,41.7,fear
1631059200000.0,38.56666666666667,fear
1631145600000.0,33.800000000000004,fear
1631232000000.0,20.600000000000005,extreme fear
1631491200000.0,28.266666666666666,fear
1631577600000.0,24.8,extreme fear
1631664000000.0,31.200000000000003,fear
1631750400000.0,31.500000000000004,fear
1631836800000.0,17.933333333333337,extreme fear
1632096000000.0,11.100000000000001,extreme fear
1632182400000.0,11.449999999999998,extreme fear
1632268800000.0,20.033333333333335,extreme fear
1632355200000.0,24.5,extreme fear
1632441600000.0,23.83333333333334,extreme fear
1632700800000.0,24.766666666666666,extreme fear
1632787200000.0,12.466666666666669,extreme fear
1632873600000.0,12.483333333333334,extreme fear
1632960000000.0,9.966666666666667,extreme fear
1633046400000.0,18.333333333333332,extreme fear
1633305600000.0,9.500000000000002,extreme fear
1633392000000.0,18.766666666666666,extreme fear
1633478400000.0,20.066666666666666,extreme fear
1633564800000.0,24.600000000000005,extreme fear
1633651200000.0,25.26666666666667,fear
1633910400000.0,25.900000000000002,fear
1633996800000.0,22.7,extreme fear
1634083200000.0,24.100000000000005,extreme fear
1634169600000.0,31.833333333333332,fear
1634256000000.0,43.63333333333333,fear
1634515200000.0,46.56666666666666,neutral
1634601600000.0,53.400000000000006,neutral
1634688000000.0,56.56666666666667,greed
1634774400000.0,60.199999999999996,greed
1634860800000.0,59.5,greed
1635120000000.0,62.96666666666667,greed
1635206400000.0,63.03333333333334,greed
1635292800000.0,58.333333333333336,greed
1635379200000.0,64.4,greed
1635465600000.0,65.43333333333334,greed
1635724800000.0,66.13333333333334,greed
1635811200000.0,68.26666666666667,greed
1635897600000.0,72.2,greed
1635984000000.0,72.43333333333334,greed
1636070400000.0,73.60000000000001,greed
1636329600000.0,74.53333333333335,greed
1636416000000.0,77.17142857142858,extreme greed
